tic,ch,dltt,ebit,emp,fatd,tie
FHK,,,,,,
FSZ,,,,,,
FGM,,,,,,
FCAN,,,,,,
TRTC,1.226,16.341,-30.668,0.248,,
DOLLF,3.822,0,-5.806,,,
ONVO,27.356,0,-15.748,0.006,,
HZTVF,,,,,,
HYI.,,,,,,
FXM.,,,,,,
FSSTF,,,,,,
GOVT,,,,,,
QLTA,,,,,,
CMBS,,,,,,
FDTS,,,,,,
FEMS,,,,,,
SVMMF,0.001,0,-0.037,,,
EQM,15.76,5803.499,1077.837,0,,
FANG,123,5378,695,0.712,,
GNMA,,,,,,
INLX,0.404,0.053,-1.067,0.077,,
CSTE,139.372,72.553,37.202,1.501,,
VIPS,944.105,209.705,710.01,20.442,,
GFMH,0,0,-0.031,0,,
TGLS,47.862,252.227,59.559,5.528,,
GARS,1.251,307.676,27.242,0,,
DVYA,,,,,,
DVYE,,,,,,
NSRPF,28.703,0,-12.913,,,
BIEI,0.072,0,-0.327,,,
EEMO,,,,,,
IDMO,,,,,,
LEMIF,0.396,0,-2.187,,,
SPGM,,,,,,
BDCO,0.072,0.564,5.453,0,,
ASGOF,0.02,,-0.539,,,
BOND,,,,,,
BTHE,0.007,0,-3.493,0,,
HRZYF,,,,,,
PSX,1614,12022,3236,14.5,,
SNIPF,0.849,,-3.569,,,
EMCB,,,,,,
CURN,82.735,0,6.346,0.374,,
ENDV,0.019,0,-3.81,0.001,,
EINC,,,,,,
ATCMF,9.29,3.851,14.756,,,
SJNK,,,,,,
,0.134,12.382,-0.6,,,
PSHIF,0.607,275.969,42.727,0.015,,
QQQE,,,,,,
ASPU,14.35,14.135,-3.05,0.83,,
PBYI,60.037,117.605,-39.098,0.269,,
BSPK,0.01,0,0.573,,,
BLONF,0.438,0,-1.501,,,
PFMT,3.373,63.546,-13.672,1.615,,
BWG,,,,,,
BSCK,,,,,,
TAGS,,,,,,
TTT,,,,,,
SUME,0.814,10.265,-8.809,0.09,,
ARRT,0,0,-0.047,0.001,,
TPNEF,6.206,2.056,-6.67,0.056,,
GMED,195.724,1.142,176.754,2,,
NOW,775.778,1078.202,42.748,10.371,,
EMHY,,,,,,
GHYG,,,,,,
HYXU,,,,,,
IHY,,,,,,
STML,13.562,0.226,-79.247,0.1,,
TCPC,,907.803,140.159,,,
KBSF,20.62,0,1.181,0.195,,
BLMN,67.145,2301.344,191.09,94,,
ANGL,,,,,,
PLLMF,0.198,0,-0.661,,,
PHOT,0.041,0.411,-4.461,0.026,,
FET,57.911,448.8,-6.884,2.3,,
PANW,961.4,1430,-17.3,7.014,,
SZSMF,0.123,0.259,-18.592,,,
BKL.F,,,,,,
MLPA,,,,,,
MNARF,17.748,1614.726,118.616,,,
TMQ,19.174,0,-28.424,0.013,,
CEMB,,,,,,
BLB.UN,,,,,,
FIVE,202.49,837.623,217.284,16.6,,
MOAT,,,,,,
TLV.,,,,,,
ISD,,,,,,
CLIR,8.552,0.418,-8.583,0.015,,
RLY,,,,,,
INKM,,,,,,
GAL,,,,,,
HHF.,,,,,,
PHIO,6.934,0.411,-8.987,0.011,,
AZURF,1.515,0,-2.619,,,
JGGRF,0.032,0,-1.041,,,
CUII,12.615,3.049,7.654,0.35,,
HNWEF,0.171,0.012,-2.382,0.119,,
RLGY,235,3700,378,10.15,,
USO,1026.973,0,473.456,0,,
MOBIF,1.038,0.465,-3.916,,,
FPX,,,,,,
PGTI,97.243,393.011,89.267,3,,
CVLT,288.082,8.808,16.136,2.533,,
QQEW,,,,,,
QTEC,,,,,,
GLO,,,,,,
VIG,,,,,,
SLV,,,,,,
HWCC,4.096,96.542,9.202,0.432,,
AQARF,5.202,0.157,-14.673,0.019,,
LRTNF,70.278,18.673,-16.218,0.064,,
PTCT,288.028,302.877,-192.798,0.827,,
QRTEA,673,6367,1351,25.314,,
NFYEF,36.619,1552.719,280.757,9.3,,
BATL,5.701,146.247,-1032.542,0.069,,
AOCIF,55.555,572.56,72.017,4.48,,
DNKN,621.152,3392.008,432.896,1.114,,
SEM,335.882,4272.84,471.881,49.9,,
WRN,1.641,0,-2.496,0.009,,
ESOA,4.578,11.024,3.822,0.484,,
LMST,8.241,46.975,19.844,0.251,,14.234
CNSWF,409.866,728.937,674.46,23,,
KBR,712,1382,312,28,,
RHNO,0.112,8.625,-46.494,0.605,,
WLDBF,39.999,523.061,61.533,0.443,,
GDX,,,,,,
OREAF,0.503,0,-2.177,,,
MBGNF,0.011,0,-0.063,,,
RYJ,,,,,,
RMRM,,,,,,
EEYUF,0.846,18.717,-2.983,0.382,,
SAENF,0.046,0.01,-2.37,,,
OPSSF,14.857,7.135,-1.795,0.171,,
EHTH,23.466,34.305,105.488,1.5,,
LMAT,11.786,13.955,21.195,0.479,,
DALXF,24.653,0,-4.026,0,,
INFU,2.647,34.939,4.278,0.269,,
ESXB,28.684,59.361,20.991,0.243,,
WINMQ,191.8,0,-128.4,11.08,,
INWK,42.711,195.403,26.985,2.1,,
ICFI,6.482,284.694,103.121,7,,
GTS,109.837,36.28,139.924,4.074,,
GSL,138.024,809.357,111.567,0.007,,
TNL,355,5497,931,22.5,,
MLFB,0.004,0,-0.552,0.003,,
EVR,633.808,592.313,469.004,1.9,,
DWM,,,,,,
DTH,,,,,,
DTN,,,,,,
DEW,,,,,,
DFE,,,,,,
DHS,,,,,,
DOO,,,,,,
DOL,,,,,,
DIM,,,,,,
DLS,,,,,,
DNL,,,,,,
DFJ,,,,,,
DXJ,,,,,,
DLN,,,,,,
DON,,,,,,
AXJL,,,,,,
DTD,,,,,,
DES,,,,,,
PMMTF,,,,,,
DDM,,,,,,
MYY,,,,,,
MVV,,,,,,
SH,,,,,,
DOG,,,,,,
SSO,,,,,,
PSQ,,,,,,
QLD,,,,,,
XPH,,,,,,
XES,,,,,,
KRE,,,,,,
XOP,,,,,,
XRT,,,,,,
XME,,,,,,
NHF,,,,,,
FBT,,,,,,
FDN,,,,,,
FXS,,,,,,
FXA,,,,,,
FXB,,,,,,
FXC,,,,,,
FXF,,,,,,
ORBC,54.258,264.224,4.297,0.786,,
HRST,28.968,0.45,-145.731,0.005,,
ALGT,121.888,1269.869,363.95,4.697,,
FOLD,142.837,203.036,-300.74,0.584,,
BKUCF,0.361,0,-2.809,,,
HIL,15.915,58.18,9.248,2.465,,
ENRT,0.01,0,-0.418,0.001,,
CFPUF,6,51.9,-31,1.292,,
CBPO,161.751,4.373,163.649,2.246,,
NECB,17.16,22.58,24.351,,,15.034
AYR,140.882,4645.312,404.666,0.111,,
FTCS,,,,,,
SDS,,,,,,
MZZ,,,,,,
QID,,,,,,
DXD,,,,,,
ITB,,,,,,
ITA,,,,,,
IAT,,,,,,
IMCB,,,,,,
IMCG,,,,,,
IMCV,,,,,,
ISCB,,,,,,
ISCG,,,,,,
PEY,,,,,,
PGJ,,,,,,
ISCV,,,,,,
SUSA,,,,,,
EFV,,,,,,
EFG,,,,,,
IWC,,,,,,
PBW,,,,,,
PWB,,,,,,
PWV,,,,,,
XMMO,,,,,,
XSVM,,,,,,
XSMO,,,,,,
XMVM,,,,,,
IAK,,,,,,
IAI,,,,,,
IHI,,,,,,
IHF,,,,,,
IHE,,,,,,
IEZ,,,,,,
IEO,,,,,,
GSG,,,,,,
ARMZF,50.416,27.77,37.643,0.863,,
HZNOF.1,0,128.213,-20.231,2.262,,
ALO,16.567,46.585,-114.4,0.337,,
WU,1450.5,3226.6,1065.5,11.5,,
WNS,96.929,172.209,147.291,44.292,,
AGD,,,,,,
CELH,23.091,0.24,-0.869,0.12,,
SNMP,5.099,391.125,-19.842,0,,
DLPN,2.196,9.368,-4.086,0.159,,
WHYRF,0.009,1.433,-1.329,,,
DEI,153.683,4629.188,261.284,0.713,,
KHRIF,1.742,0,-0.712,,,
HBI,328.876,3615.151,953.216,63,,
TAOP,1.52,0,-4.172,0.078,,
FSLR,1352.741,566.702,201.215,6.6,,
PIRGF,75.758,0.161,-45.92,0.516,,
VOE,,,,,,
VOT,,,,,,
SNOA,3.691,0.746,-6.671,0.02,,
EDU,915.057,1195.804,399.003,69.438,,
ARBV,11.531,8.078,13.15,,,4.249
FEO,,,,,,
SNDD,0.002,0.796,-0.789,0,,
YTEN,5.417,3.619,-8.206,0.025,,
ACKRF,1.648,0,-1.515,,,
TIGCF,0.923,0,-5.822,,,
CLYLF,,,,,,
GORO,11.076,1.377,14.629,0.064,,
MIMZF,9.663,0,-2.454,0.003,,
GSAT,7.606,478.942,-61.226,0.336,,
PCQRF,0.025,0,-0.499,,,
WCRS,27.133,8.465,3.749,0.98,,
INFI,22.26,1.926,-45.664,0.025,,
NEGXF,0.527,0.91,0.093,,,
DBV,,,,,,
PRRWF,21.255,185.515,29.126,1.827,,
PRFZ,,,,,,
RXI,,,,,,
MXI,,,,,,
EXI,,,,,,
JXI,,,,,,
KXI,,,,,,
CVY,,,,,,
EEB,,,,,,
NFO,,,,,,
PLUUF,1.168,0,-7.289,,,
GSPE,1.139,0,-7.474,0.007,,
DAC,139.17,1392.535,201.074,0.004,,
FRST,7.909,65.152,55.02,0.35,,36.924
BDIMF,4.291,121.141,-3.338,0.27,,
CAF,,,,,,
ISCO,0.484,3.088,-5.728,0.041,,
WLDN,5.452,135.233,10.047,1.451,,
INCAF,5.202,5.851,-3.882,,,
COHN,8.304,44.991,4.041,0.094,,
PRIM,120.286,466.867,140.875,9.7,,
AWI,45.3,634.6,238.2,2.5,,
PRN,,,,,,
PSL,,,,,,
PTH,,,,,,
PYZ,,,,,,
PFI,,,,,,
PTF,,,,,,
PEZ,,,,,,
PXI,,,,,,
EVX,,,,,,
SLX,,,,,,
LFBCF,1.97,0,15.216,,,
PSP,,,,,,
ERTH,,,,,,
IRR,,,,,,
SBH,71.495,1594.542,457.791,30.05,,
WFCF,2.638,3.546,1.553,0.066,,
IPGP,680.07,58.378,290.87,5.96,,
CPRX,89.512,0.647,31.823,0.076,,
CSIQ,668.77,653.271,248.343,13.478,,
RTM,,,,,,
RYE,,,,,,
RGI,,,,,,
RYT,,,,,,
RYF,,,,,,
RYH,,,,,,
RYU,,,,,,
RCD,,,,,,
RHS,,,,,,
ZCRMF,0.003,0,-0.399,,,
ATHX,35.041,,-45.488,0.083,,
HQDA,0.351,0,-1.359,0.018,,
ALLT,16.93,3.82,-12.958,0.507,,
EBS,167.8,820.5,169.6,1.834,,
ISDXF,,,,,,
NLST,8.966,16.356,-11.49,0.08,,
ISHXF,,,,,,
IOOXF,,,,,,
XCG.,,,,,,
XCV.,,,,,,
VYM,,,,,,
CDD.UN,,,,,,
DVDDF,,,,,,
DSI,,,,,,
PBSV,15.49,0.067,1.696,0.185,,
AERO,9.046,2.101,0.308,0.04,,
AER,1121.396,26082.974,2463.182,0.39,,
FOF,,,,,,
NOA,5.544,378.225,57.434,1.924,,
CNDPF,0.004,0,-0.097,,,
MLNLF,21.836,0.315,-4.573,,,
MAKOF,5.516,0,,,,
ETY,,,,,,
OMAB,181.844,246.814,257.357,1.16,,
CHHE,35.508,0,4.562,0.156,,
KNDI,5.491,14.354,0.909,0.594,,
XMHQ,,,,,,
EQWL,,,,,,
PGF,,,,,,
ICOTF,0.99,0,-2.206,,,
IGXT,1.332,2.28,-9.343,0.051,,
TUSA,,,,,,
SNCA,5.115,0.149,-8.632,0.005,,
CTT,11.487,456.229,-83.793,0.026,,
AIMC,167.3,1588.5,238.9,9.2,,
TAST,2.974,1265.051,-10.654,31.5,,
III,18.153,79.872,14.729,1.287,,
PTMN,0.137,153.864,11.306,0,,
TOO,199.388,2825.712,241.088,,,
MLCO,1394.982,4744.284,761.068,23.078,,
DEF,,,,,,
CSD,,,,,,
FFHL,8.743,0,3.318,0.208,,
RWX,,,,,,
PKW,,,,,,
TOGL,14.916,0,-13.303,0.06,,
BTZ,,,,,,
CTMUF,0.335,0,-0.719,,,
CLNE,49.207,61.793,8.889,0.412,,
PFIE,7.359,0.052,3.764,0.117,,
MSBF,1.296,10.964,9.677,,,6.99
ORIT,19.145,373.338,80.384,0.24,,54.667
AVAV,255.142,6.833,46.662,0.828,,
MLNX,77.579,60.933,224.877,2.777,,
ECRFF,7.67,0.107,-1.187,,,
REED,0.913,5.426,-14.258,0.028,,
UWEFF,0.077,0,-3.492,0.003,,
DGL,,,,,,
DBO,,,,,,
DBP,,,,,,
DBB,,,,,,
DBS,,,,,,
DBA,,,,,,
DBE,,,,,,
HXU.,,,,,,
HZRZU,,,,,,
IGSB,,,,,,
TLH,,,,,,
IEI,,,,,,
USIG,,,,,,
GBF,,,,,,
IGIB,,,,,,
SHV,,,,,,
GVI,,,,,,
ALXXF,1.339,10.273,-2.954,,,
CWI,,,,,,
UEEC,0.016,0,-6.094,,,
NCMI,55.9,947.9,161.7,0.531,,
RWM,,,,,,
SAA,,,,,,
SBB,,,,,,
SDD,,,,,,
UWM,,,,,,
TWM,,,,,,
AOD,,,,,,
GDL,,,,,,
QQQX,,,,,,
SMCI,248.164,0.14,154.15,3.67,,
AVNW,31.946,0,2.104,0.708,,
HREEF,0.006,0.066,-1.724,,,
GII,,,,,,
EIG,154.9,18.4,194.4,0.704,,
PRTS,2.273,13.106,-5.976,0.843,,
ESGR,703.085,1225.992,921.408,1.444,,
DIG,,,,,,
SIJ,,,,,,
DUG,,,,,,
SCC,,,,,,
RXD,,,,,,
SKF,,,,,,
UYM,,,,,,
RXL,,,,,,
UYG,,,,,,
UXI,,,,,,
ROM,,,,,,
SSG,,,,,,
USD,,,,,,
UCC,,,,,,
URE,,,,,,
UPW,,,,,,
SDP,,,,,,
SRS,,,,,,
REW,,,,,,
SMN,,,,,,
UGE,,,,,,
SZK,,,,,,
HROW,4.749,18.583,-0.7145,0.133,,
CMO.H,0,0,-0.042,,,
CELJF,291.242,968.105,12.738,3.265,,
VNCKF,0.03,0.001,-2.254,,,
ARAY,76.798,159.844,4.281,0.947,,
IPIX,0.579,0.879,-6.297,0.004,,
FXY,,,,,,
IBKR,2882,124,1800,1.643,,
ESSA,48.426,79.735,23.48,0.262,,20.749
QCLN,,,,,,
QQXT,,,,,,
BBDC,21.992,561.953,56.652,,,
UUP,,,,,,
UDN,,,,,,
GRCAF,4.97,0,-2.046,0.003,,
UFS,61,1007,266,10,,
TFSL,31.728,3902.337,142.512,,,216.666
BLIN,0.296,0,-6.283,0.072,,
GLUU,127.053,37.351,8.25,0.715,,
CRECF,1.981,4.485,-2.305,,,
EXG,,,,,,
NIE,,,,,,
EES,,,,,,
EPS,,,,,,
QSY,,,,,,
EZM,,,,,,
RESP,,,,,,
TOBAF,0.345,0,-1.064,,,
CARE,41.386,11.5,55.626,0.977,,46.773
WMK.,0.913,0,2.696,,,
PDP,,,,,,
REI,10.005,367.615,60.136,0.058,,
MIDLF,0.349,0,-2.945,,,
ICDXF,,,,,,
ISDJF,,,,,,
ISHAF,,,,,,
ITP,5.838,7.368,3.897,0.428,,
SUMR,0.395,49.905,2.569,0.159,,
VEU,,,,,,
SD,4.275,57.5,-443.069,0.27,,
CQP,1781,17666,2047,0,,
BR,273.1,1470.4,652.7,11,,
MBB,,,,,,
GLRE,25.813,93.814,-43.996,0.04,,
DMAC,5.036,0.153,-13.926,0.009,,
SAR,24.599,204.879,30.506,0,,
GXC,,,,,,
GMF,,,,,,
SPEM,,,,,,
FRBA,16.751,115.62,31.009,0.221,,25.804
SGOZF,0.016,0,-0.56,,,
EOD,,,,,,
IAE,,,,,,
JCE,,,,,,
SPCB,0.11,16.57,-8.458,0.109,,
CPLP,57.964,231.989,40.132,0,,
PFF,,,,,,
CZA,,,,,,
BX,2172.441,12003.385,3573.267,2.905,,
CNK,488.313,3135.821,407.396,32.5,,
CAI,46.464,1884.922,130.282,0.218,,
TTGT,52.487,50.643,22.739,0.649,,
BLV,,,,,,
BND,,,,,,
BSV,,,,,,
BIV,,,,,,
CYSXF,,,,,,
HYG,,,,,,
CBMG,15.444,17.6,-50.992,0.217,,
OPNT,30.981,0.255,10.911,0.022,,
AVOI,0.006,0,-0.067,0.002,,
UNG,,,,,,
LCS.,0.972,0,3,,,
XMF.A,,,,,,
PNNT,,683.758,83.383,0,,
PODD,213.7,902.3,50,1.35,,
NBY,6.937,0.505,-9.24,0.028,,
EDD,,,,,,
JMP,49.63,108.807,0.013,0.209,,
INFN,109.201,390.282,-202.846,3.261,,
TEL,927,3395,2260,78,,
SPDW,,,,,,
GWX,,,,,,
AWP,,,,,,
CVAT,0.649,0,-0.723,0.005,,
JAZZ,637.344,1725.096,642.349,1.62,,
RSX,,,,,,
LLNW,18.335,13.488,-15.725,0.61,,
ATV,13.461,1.033,-0.488,0.121,,
REM,,,,,,
USRT,,,,,,
REZ,,,,,,
CDXC,18.812,0.866,-29.067,0.11,,
SHCMF,0.228,0,-0.733,,,
DFS,6924,20454,4778,17.2,,
SMOG,,,,,,
PGPXF,0.005,0,-0.045,,,
HYMC,,,,,,
FTC,,,,,,
FRI,,,,,,
FXG,,,,,,
FAD,,,,,,
FXL,,,,,,
FXO,,,,,,
FXU,,,,,,
FYX,,,,,,
FAB,,,,,,
FXZ,,,,,,
FXR,,,,,,
FXN,,,,,,
FXH,,,,,,
FXD,,,,,,
FTA,,,,,,
FEX,,,,,,
FNX,,,,,,
FGB,,,,,,
NHAWF,0.58,0.004,-0.892,,,
POETF,1.428,0.133,-8.782,0.018,,
FNI,,,,,,
FIW,,,,,,
FCG,,,,,,
CGW,,,,,,
CEW.,,,,,,
SBN.,0.09,0,0.025,,,
XCS.,,,,,,
ISJSF,,,,,,
XSU.,,,,,,
PDPYF,0,789.293,-160.109,0.071,,
TSSI,8.678,2.984,0.48,0.065,,
BGY,,,,,,
HNW,,,,,,
NET.UN,0.3,55.748,7.815,0.002,,
URGYD,0.024,0,-0.926,,,
SPTI,,,,,,
BIL,,,,,,
SPAB,,,,,,
SPIP,,,,,,
SPTL,,,,,,
PPLXF,12.49,83.752,22.448,0.925,,
CMOXF,,,,,,
DRW,,,,,,
SVBL,1.432,0,-4.361,0.005,,
GLGLF,0.206,0.499,-7.298,0.184,,
VDMRF,0.14,0,-1.062,,,
AMC,265,9736.8,235.8,38.872,,
TIPT,133.117,220.062,49.841,1.009,,
GRX,,,,,,
FISB,6.198,2.758,13.32,,,1.143
HFU.,,,,,,
HZBBF,,,,,,
IDHQ,,,,,,
PIO,,,,,,
PBD,,,,,,
SPMLF,,,,,,
IDV,,,,,,
TLLYF,,528.738,22.889,1.86,,
HED.,,,,,,
HZBRF,,,,,,
CBLZF,,,,,,
XGRO.,,,,,,
CSCW,0.347,0,-8.815,0.163,,
PRO,306.077,133.095,-52.517,1.413,,
PXF,,,,,,
LVL,,,,,,
SYN,15.045,0.473,-15.663,0.011,,
HZRZF,,,,,,
HZNSF,,,,,,
TRAGF,8.686,46.214,-0.926,0.149,,
SCOR,46.59,241.565,-62.724,1.3,,
BKCC,,313.57,57.467,,,
CHW,,,,,,
DEX,,,,,,
JTD,,,,,,
VTA,,,,,,
VDO.H,0.038,0,-0.08,,,
CPPMF,32.126,188.123,11.497,0.467,,
QNTO,0.541,33.536,5.447,0.08,,5.426
VRTU,290.837,521.851,83.452,22.83,,
GVMUF,0,62.688,-4.993,1.77,,
BLKLF,13.636,0,-10.678,,,
MASI,567.687,15.834,221.216,1.6,,
CXO,70,3974,21,1.453,,
CROJF,12.796,0,-13.947,0.021,,
SRBCF,3.735,1.044,-4.47,,,
PRED,1.618,1.912,-19.94,0.121,,
DEM,,,,,,
WBC,891.8,902.5,381.3,13.911,,
TCRRF,1.433,21.734,-0.306,,,
VGMIF,0.06,0,-3.578,,,
DHX,5.381,26.099,19.262,0.559,,
BKEP,0.558,264.551,36.148,0.27,,
ALSN,192,2530,887,3.7,,
MXSG,0.064,0,-2.03,0.001,,
ZAGG,17.801,117.739,12.142,0.628,,
SINT,1.787,1.879,-6.594,0.028,,
G,467.096,1662.621,406.694,96.5,,
BIOAF,0.576,0.518,-4.601,,,
VEA,,,,,,
LULU,1093.505,611.464,889.11,19,,
GOF,,,,,,
ETJ,,,,,,
ZTR.H,0.001,0,-0.325,,,
RYOOF,0.016,0,-0.767,,,
WPS,,,,,,
RILY,104.268,866.934,168.92,0.982,,
CMGO,,,,,,
MELI,1384.74,808.026,-153.161,9.703,,
VMW,2915,3802,1930,31,,
CZZ,2107.724,7360.476,1007.978,11.909,,
RBMNF,0.444,0,-2.255,,,
TDBSF,5.194,0,1.307,,,
XRESF,0.038,0,-0.164,,,
CPIX,28.213,20.576,-4.427,0.094,,
SBFM,0.041,0,-0.642,0.003,,
FTMR,0.013,0.532,-65.856,,,
SAND,6.971,45,16.459,0.024,,
NEON,2.357,0.566,-5.73,0.046,,
MDXG,69.069,64.825,6.298,0.696,,
NLR,,,,,,
FSBC.2,1.689,40.917,1.591,0.074,,4.937
ZZZOF,0,0,-7.666,,,
OSNDF,18.361,0,0.147,,,
CEQXF,1.738,49.517,-9.697,0.013,,
SRV,,,,,,
FDD,,,,,,
FFR,,,,,,
MOO,,,,,,
GNGXF,0.026,0.052,-0.838,,,
LIXT,2.599,0,-2.49,0.001,,
GNTOF,0.001,0,-0.535,0.003,,
MUB,,,,,,
TDC,,567,61,8.535,,
CXDC,17.202,336.885,69.42,0.972,,
TFI,,,,,,
VXTRF,3.56,9.513,-2.308,,,
GTARF,0.031,0,-0.078,,,
MHLD,48.197,257.25,-193.026,0.053,,
SPI,2.764,7.539,-14.481,0.057,,
ARNGF,50.308,13.601,-141.927,0.653,,
OMTK,0.02,0.015,-0.699,0.008,,
IID,,,,,,
AVCVF,0.029,0,-0.043,,,
SHIP,13.654,12.338,12.04,0.038,,
FLY,285.565,2142.248,285.84,0,,
HTY,,,,,,
FTLF,0.265,0.208,2.581,0.028,,
PXH,,,,,,
PDN,,,,,,
GSUXF,0,0,-0.008,,,
MARK,0.272,4.65,-20.232,,,
MSCI,1506.567,3236.07,755.701,3.396,,
THCT,0.318,0,-24.26,0.002,,
LPLA,590.209,2593.61,877.992,4.343,,
NYF,,,,,,
CMF,,,,,,
BWX,,,,,,
MAIN,55.246,1082.612,207.624,0.071,,
ROIC,3.8,1427.121,103.145,0.073,,
FFNW,10.094,2.279,18.202,0.158,,20.712
TGH,180.552,3567.326,213.849,0.17,,
PLW,,,,,,
PZT,,,,,,
PWZ,,,,,,
PCY,,,,,,
PZA,,,,,,
3SPKMF,0.095,0,-1.452,,,
SHM,,,,,,
TPCS,0.931,2.457,0.353,0.094,,
KALO,0,0,-2.085,,,
EVXXF,0.003,0,-0.588,,,
CVI,652,1224,576,1.486,,
EPSN,14.052,0,6.809,0.008,,
DNGDF,8.746,0.982,10.722,0.39,,
PZN,52.48,14.235,68.364,0.115,,
ULTA,392.325,1698.718,901.094,44,,
EFU,,,,,,
EFZ,,,,,,
RDLCF,8.441,1.023,-4.599,0.111,,
AGSVF,0.045,0,-0.973,,,
BTBIF,1.803,435.215,44.877,0.078,,
BVLDF,0.012,0,-0.937,,,
GPHOF,0.219,4.282,-1.925,,,
DGS,,,,,,
BCOMF,235.657,3294.86,583.063,10.216,,
AVLIF,1.497,0,-3.944,,,
FANH,24.365,14.829,67.408,4.746,,
EEV,,,,,,
EUM,,,,,,
ANTE,0.958,3.121,-33.375,0.22,,
APEI,202.74,9.495,24.862,2.88,,
ENSG,59.175,1299.2,130.419,24.5,,
LL,8.993,182.47,20.191,2.2,,
SCU,240.938,415.949,47.49,0.39,,
UIHC,215.469,148.138,-22.944,0.363,,
EWV,,,,,,
FXP,,,,,,
NFBK,15.409,490.073,69.405,0.38,,53.358
CUT,,,,,,
RSLS,2.935,3.205,-13.887,0.038,,
NES,4.788,31.462,-20.164,0.7,,
CIM,109.878,8313.165,1663.598,0.039,,
RBCN,8.709,0,-1.827,0.022,,
ORLA,30.009,29.463,-27.637,0.068,,
SVAUF,24.46,613.313,-3.917,,,
NMM,23.354,442.402,57.636,,,
PVI,,,,,,
PHB,,,,,,
FRCGF,0.558,0,0.726,,,
AEHL,1.179,0,-3.414,0.431,,
FPAY,6.868,34.697,5.104,0.18,,
IFEU,,,,,,
IFGL,,,,,,
IEUS,,,,,,
BKF,,,,,,
ECH,,,,,,
AIA,,,,,,
LBRMF,0.253,0,-1.176,,,
FGD,,,,,,
TITN,43.721,130.279,25.096,1.73,,
LRN,283.121,5.06,45.486,4.55,,
SLSDF,1.151,1.934,-5.357,,,
PKO,,,,,,
FNV,132.1,82.6,410.2,0.038,,
OGLDF,0.303,0,-1.139,,,
FABK,6.042,27.562,11.317,,,10.528
DDWWF,1.229,0,15.879,,,
XIN,662.606,1732.943,309.861,1.947,,
JNK,,,,,,
FRMUF,12.747,184.94,18.888,,,
ACBI,45.249,66.738,48.349,0.204,,24.983
ITM,,,,,,
OESX,28.751,12.893,13.138,0.181,,
USL,,,,,,
BTG,140.596,235.821,469.504,2.212,,
FOR,382.8,460.5,36.7,0.078,,
EDV,,,,,,
TNK,88.824,908.807,129.427,,,
SCZ,,,,,,
TOK,,,,,,
IGF,,,,,,
CIAFF,281.363,277.87,326.368,0.515,,
ETHOF,3.01,0,-6.903,,,
ORN,0.128,85.385,5.17,2.571,,
TAO,,,,,,
CNFN,0.108,0.485,-2.244,0.006,,
VPRB,0.022,0.336,-0.687,,,
SMREF,0.411,0,-0.856,,,
YEWB,0.742,0.351,1.012,0.036,,
EMB,,,,,,
PPOTF,0.019,0,-0.178,,,
CLYAF,,,,,,
FPLSF,26.025,77.52,17.612,0.601,,
RCKXF,6.554,44.419,19.704,0.755,,
PBP,,,,,,
MGK,,,,,,
MGC,,,,,,
MGV,,,,,,
SCJ,,,,,,
FDBL,0.012,0,-1.042,0.003,,
SGSI,0.469,0.028,-4.354,0.265,,
CERGF,2.471,19.246,-3.503,0.132,,
PIZ,,,,,,
PIE,,,,,,
SATS,1519.431,2486.674,108.178,2.3,,
TFCCF,2.505,88.385,16.445,0.009,,
MLN,,,,,,
BIP,827,21244,1709,0,,
LYDIF,4.178,0.087,-415.057,0.04,,
SFBC,55.77,8.01,15.722,0.132,,7.617
ETR8,12.929,1937.329,146.502,0.643,,
KOL,,,,,,
BWEN,2.416,17.769,-2.345,0.521,,
CYH.,,,,,,
HNUZF,,,,,,
HZOZF,,,,,,
HBNNF,,,,,,
HBTPF,,,,,,
PGX,,,,,,
DALN,48.626,23.12,-13.206,0.83,,
HBCGF,,,,,,
BTTGF,,,,,,
EBSB,406.382,500.625,109.068,0.546,,93.165
AACG,22.145,1.795,-13.268,0.768,,
BJK,,,,,,
GCC,,,,,,
ATURF,0.61,0,-4.584,,,
RCZRF,0.387,0,-0.245,,,
CLFMF,,,,,,
HAO,,,,,,
KBLB,0.125,0.555,-2.622,0.015,,
CGFEF,23.841,35.928,13.689,,,
PIN,,,,,,
CSII,74.237,20.972,-0.825,0.731,,
GSY,,,,,,
TREVF,31.737,86.588,25.563,1.138,,
AWK,60,8733,1218,6.8,,
BEAT,68.614,205.141,60.736,1.7,,
MKGI,0.163,0,-5.968,0.012,,
AYTU,11.044,0,-16.846,0.053,,
DWX,,,,,,
CMR.,,,,,,
GFKRF,0.012,0,-0.939,,,
RWL,,,,,,
RWK,,,,,,
RWJ,,,,,,
EPI,,,,,,
MEDS,2.872,0.91,0.494,0.029,,
SMB,,,,,,
UGA,,,,,,
V,7838,16729,15401,19.5,,
ELGSF,0.054,0,-3.075,,,
EMPK,2.489,26.986,11.351,,,13.215
CATPF,0.009,0,-1.722,,,
SLVRF,0.445,0.311,-1.711,,,
CFX,109.632,2420.583,357.059,15,,
FN,180.839,57.79,124.999,11.67,,
HCCI,60.694,98.082,26.351,1.392,,
CLDX,11.232,1.713,-54.525,0.13,,
PM,6861,27225,11566,73.5,,
CJJD,16.177,23.166,-6.375,1.074,,
ORRCF,0.407,0,-1.311,,,
WIP,,,,,,
HI,399,619.5,238.2,6.5,,
